location_id,date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,mandates_mean,mandates_upper,mandates_lower,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization
102,2020-04-17,global_antivirals,United States of America,112854.42,127240.42,101379.12,45219.61,39954.5,52213.96,5720572.39,5034177.17,6326681.33,2798.91,2494.0,3223.82,2358.69,2358.56,2358.82,37751.2,37732.17,37790.72,28834.8,28834.8,28834.8,,,,0.0,0.0,0.0,5720572.39358215,5034177.16918604,6326681.33002148,0.0,0.0,0.0,112854.419104766,101379.116394198,127240.415665418,46912.18,2884.78,709143.0,145879.0,39183.0,2439.0,32042.5,327978729.925464,0.95,0,0.4923,1,0.7838,0.7838,0.7838,,,,68697.82,75363.08,63072.23,22494.97,24809.09,20583.25,4802.57,4802.57,4802.57,0.0,0.0,0,4802.57495859528,4802.5749585953,4802.57495859526,924107.0,70098.0,0.0194,0.2089,0.0348
102,2020-04-18,global_antivirals,United States of America,110440.32,124054.95,99377.87,48004.43,42438.79,55418.59,5831012.71,5136497.54,6441335.47,2784.82,2484.29,3205.66,2346.31,2346.18,2346.44,40097.51,40078.37,40137.1,28865.3,28865.3,28865.3,,,,0.0,0.0,0.0,5831012.71378393,5136497.5429597,6441335.46745584,0.0,0.0,0.0,110440.320201788,99377.8667328891,124054.945565833,49429.39,2517.21,736977.0,150574.01,41278.0,2095.0,27834.0,327978729.925464,0.946,0,0.4984,1,0.7838,0.7838,0.7838,,,,68666.4,75128.6,63409.11,22167.04,24379.98,20407.47,4740.1,4740.1,4740.1,0.0,0.0,0,4740.10257193365,4740.10257193366,4740.10257193363,924107.0,70098.0,0.0188,0.2116,0.0347
102,2020-04-19,global_antivirals,United States of America,108243.23,121444.69,97286.13,50743.77,44885.02,58570.71,5939255.94,5236836.33,6553776.75,2739.34,2446.23,3152.12,2307.51,2307.38,2307.64,42405.01,42385.77,42444.69,28712.45,28712.45,28712.45,,,,0.0,0.0,0.0,5939255.93909294,5236836.32612015,6553776.75486969,0.0,0.0,0.0,108243.225309005,97286.1329032717,121444.690332421,51754.88,2325.49,762671.0,155218.23,43281.0,2003.0,25694.0,327978729.925464,0.9421,0,0.5037,1,0.7838,0.7838,0.7838,,,,68419.27,74681.33,63476.04,21786.22,23889.29,20168.26,4686.99,4686.99,4686.99,0.0,0.0,0,4686.98555834814,4686.98555834816,4686.98555834813,924107.0,70098.0,0.018,0.2128,0.0347
102,2020-04-20,global_antivirals,United States of America,106088.51,119005.22,94937.91,53468.56,47319.93,61705.58,6045344.45,5335268.6,6664132.75,2724.79,2435.67,3134.87,2293.63,2293.5,2293.76,44698.64,44679.3,44738.39,28720.13,28720.13,28720.13,,,,0.0,0.0,0.0,6045344.45030307,5335268.60001122,6664132.74626957,0.0,0.0,0.0,106088.511210133,94937.9052977106,119005.221655122,54273.79,2518.91,790880.0,159795.96,45386.86,2105.86,28209.0,327978729.925464,0.9381,0,0.5083,1,0.7827,0.7827,0.7827,,,,68350.37,74393.56,63668.44,21534.24,23531.06,19997.23,4641.68,4641.68,4641.68,0.0,0.0,0,4641.68131878478,4641.68131878481,4641.68131878477,924107.0,70098.0,0.0176,0.2152,0.0348
102,2020-04-21,global_antivirals,United States of America,103925.34,116744.06,92760.54,56171.69,49736.47,64814.1,6149269.79,5431705.55,6772226.21,2703.13,2418.3,3108.52,2272.93,2272.8,2273.06,46971.57,46952.12,47011.4,29051.84,29051.84,29051.84,,,,0.0,0.0,0.0,6149269.78950899,5431705.54898731,6772226.2111967,0.0,0.0,0.0,103925.33920592,92760.5365543121,116744.056295283,57196.41,2922.62,816861.0,164357.35,47834.71,2447.86,25981.0,327978729.925464,0.9341,0,0.5124,1,0.7827,0.7827,0.7827,,,,68038.86,73801.48,63651.97,21257.4,23130.98,19821.4,4588.99,4588.99,4588.99,0.0,0.0,0,4588.99404214078,4588.99404214079,4588.99404214077,924107.0,70098.0,0.0173,0.2199,0.0347
102,2020-04-22,global_antivirals,United States of America,101662.63,114711.32,90503.19,58827.65,52111.41,67867.11,6250932.42,5526087.53,6877893.31,2655.96,2377.26,3053.01,2232.73,2232.6,2232.86,49204.3,49184.74,49244.2,29715.73,29715.73,29715.73,,,,0.0,0.0,0.0,6250932.42219004,5526087.52692388,6877893.30758784,0.0,0.0,0.0,101662.632681045,90503.1865724036,114711.32051001,60197.56,3001.15,846126.0,168901.0,50368.57,2533.86,29265.0,327978729.925464,0.9321,0,0.5159,1,0.7827,0.7827,0.7827,,,,67708.77,73212.63,63590.34,21015.69,22779.7,19676.94,4526.1,4526.1,4526.1,0.0,0.0,0,4526.09560780792,4526.09560780795,4526.09560780792,924107.0,70098.0,0.0169,0.2269,0.0346
102,2020-04-23,global_antivirals,United States of America,99160.68,112485.29,88124.69,61414.87,54424.97,70839.99,6350093.1,5618438.16,6980487.62,2587.22,2315.68,2972.88,2172.53,2172.4,2172.66,51376.83,51357.17,51416.81,30159.73,30159.73,30159.73,,,,0.0,0.0,0.0,6350093.10375103,5618438.15982246,6980487.62203128,0.0,0.0,0.0,99160.681560991,88124.6921631319,112485.285640757,63098.49,2900.93,878719.0,173411.95,52790.43,2421.86,32593.0,327978729.925464,0.9301,0,0.519,1,0.7817,0.7817,0.7817,,,,67523.65,72780.89,63669.39,20829.88,22495.99,19581.9,4456.88,4456.88,4456.88,0.0,0.0,0,4456.88283384207,4456.88283384209,4456.88283384206,924107.0,70098.0,0.0165,0.2322,0.0343
102,2020-04-24,global_antivirals,United States of America,96456.19,109865.43,84882.91,63916.27,56661.75,73713.34,6446549.3,5708802.36,7079783.86,2501.39,2238.18,2873.35,2098.55,2098.42,2098.68,53475.39,53455.62,53515.44,29929.73,29929.73,29929.73,,,,0.0,0.0,0.0,6446549.298041,5708802.36060156,7079783.85640764,0.0,0.0,0.0,96456.1942899761,84882.9086798218,109865.428879914,65662.69,2564.2,914228.0,177765.51,54939.79,2149.36,35509.0,327978729.925464,0.9259,0,0.5218,1,0.7775,0.7775,0.7775,,,,67120.94,72080.34,63522.96,20584.44,22145.8,19410.76,4369.24,4369.24,4369.24,0.0,0.0,0,4369.24451900143,4369.24451900145,4369.24451900141,924107.0,70098.0,0.016,0.2326,0.034
102,2020-04-25,global_antivirals,United States of America,93692.62,107036.22,82478.9,66374.63,58860.38,76537.73,6540241.92,5796984.02,7176423.19,2458.36,2199.32,2824.39,2064.05,2063.92,2064.18,55539.43,55519.56,55579.56,29569.52,29569.52,29569.52,,,,0.0,0.0,0.0,6540241.91815135,5796984.02229596,7176423.19235794,0.0,0.0,0.0,93692.6201103459,82478.9039821212,107036.223482968,67840.11,2177.42,947890.0,182030.58,56761.64,1821.86,33662.0,327978729.925464,0.9218,0,0.5242,1,0.7775,0.7775,0.7775,,,,66855.14,71492.73,63495.97,20383.48,21849.55,19290.27,4266.44,4266.44,4266.44,0.0,0.0,0,4266.43767722386,4266.43767722387,4266.43767722384,924107.0,70098.0,0.0159,0.2328,0.0336
102,2020-04-26,global_antivirals,United States of America,91017.89,104070.06,80447.76,68826.56,61053.61,79355.08,6631259.8,5882447.11,7277006.58,2451.92,2193.6,2817.35,2059.18,2059.05,2059.31,57598.61,57578.63,57638.83,29387.73,29387.73,29387.73,,,,0.0,0.0,0.0,6631259.80379678,5882447.10738522,7277006.5834472,0.0,0.0,0.0,91017.8856454318,80447.7574087097,104070.056897397,69542.99,1702.88,973972.0,186135.76,58195.0,1433.36,26082.0,327978729.925464,0.9177,0,0.5263,1,0.7757,0.7757,0.7757,,,,66420.76,70717.01,63284.69,20154.64,21506.1,19141.02,4155.44,4155.44,4155.44,0.0,0.0,0,4155.43734306179,4155.4373430618,4155.43734306177,924107.0,70098.0,0.0161,0.2352,0.0333
102,2020-04-27,global_antivirals,United States of America,88467.48,101353.81,78382.84,71253.48,63226.0,82143.64,6719727.28,5965246.29,7378687.21,2426.92,2172.51,2788.55,2039.91,2039.78,2040.04,59638.53,59618.44,59678.82,29119.45,29119.45,29119.45,,,,0.0,0.0,0.0,6719727.2817734,5965246.28671081,7378687.20621784,0.0,0.0,0.0,88467.4779766175,78382.8359045788,101353.812463462,71482.95,1939.96,998573.0,190025.6,59834.81,1639.81,24601.0,327978729.925464,0.9136,0,0.5283,1,0.7408,0.7408,0.7408,,,,65987.7,69993.8,63048.99,19960.16,21213.79,19016.01,4035.82,4035.82,4035.82,0.0,0.0,0,4035.82397462021,4035.82397462023,4035.8239746202,924107.0,70098.0,0.0162,0.2378,0.033
102,2020-04-28,global_antivirals,United States of America,86110.46,98180.1,76756.41,73644.85,65369.24,84891.15,6805837.74,6046189.49,7477284.12,2391.37,2143.16,2747.52,2011.85,2011.72,2011.98,61650.38,61630.18,61690.75,28813.27,28813.27,28813.27,,,,0.0,0.0,0.0,6805837.74001902,6046189.48516134,7477284.11982936,0.0,0.0,0.0,86110.4582456165,76756.4115288922,98180.1020964562,74382.1,2899.15,1023119.0,193835.58,62265.62,2430.81,24546.0,327978729.925464,0.9095,0,0.5303,1,0.7404,0.7404,0.7404,,,,65410.02,69227.81,62617.82,19780.36,20955.54,18891.25,3920.97,3920.97,3920.97,0.0,0.0,0,3920.97088272621,3920.97088272623,3920.9708827262,924107.0,70098.0,0.0162,0.2406,0.0327
102,2020-04-29,global_antivirals,United States of America,84100.7,95039.64,75621.88,75999.44,67482.59,87595.22,6889938.44,6125613.13,7573325.1,2354.59,2112.9,2704.07,1982.21,1982.08,1982.34,63632.58,63612.28,63673.04,28301.27,28301.27,28301.27,,,,0.0,0.0,0.0,6889938.43585143,6125613.12784511,7573325.10161629,0.0,0.0,0.0,84100.6958324118,75621.8761107662,95039.6381934234,77316.52,2934.42,1051274.0,197576.64,64748.43,2482.81,28155.0,327978729.925464,0.9074,0,0.5324,1,0.7391,0.7391,0.7391,,,,64826.96,68553.28,62123.38,19577.6,20675.62,18736.14,3818.53,3818.53,3818.53,0.0,0.0,0,3818.52645941807,3818.52645941809,3818.52645941806,924107.0,70098.0,0.0162,0.2421,0.0327
102,2020-04-30,global_antivirals,United States of America,82483.52,91965.76,74960.37,78334.88,69579.53,90276.85,6972421.96,6203372.94,7666920.57,2335.44,2096.48,2681.63,1965.78,1965.65,1965.91,65598.36,65577.95,65638.9,27844.16,27844.16,27844.16,,,,0.0,0.0,0.0,6972421.96015242,6203372.94013068,7666920.57178009,0.0,0.0,0.0,82483.5243009934,74960.3672409305,91965.7620714142,79934.17,2617.66,1081221.0,201215.59,66951.57,2203.14,29947.0,327978729.925464,0.9053,0,0.5347,1,0.7344,0.7344,0.7344,,,,64080.28,67758.25,61453.68,19358.73,20464.04,18544.83,3723.57,3723.57,3723.57,0.0,0.0,0,3723.56700985014,3723.56700985016,3723.56700985013,924107.0,70098.0,0.0164,0.2437,0.0326
102,2020-05-01,global_antivirals,United States of America,81344.37,89952.8,74881.87,80650.39,71658.77,92935.28,7053766.33,6279687.47,7758263.89,2315.51,2079.68,2658.43,1947.69,1947.56,1947.82,67546.04,67525.54,67586.66,27613.05,27613.05,27613.05,,,,0.0,0.0,0.0,7053766.32551887,6279687.46570107,7758263.89042526,0.0,0.0,0.0,81344.3653664418,74881.8735775813,89952.8004297797,82283.93,2349.75,1115089.5,204833.2,68926.71,1975.14,33868.5,327978729.925464,0.9011,0,0.537,1,0.7141,0.7141,0.7141,,,,63489.89,67151.98,60901.04,19187.67,20279.34,18396.66,3645.33,3645.33,3645.33,0.0,0.0,0,3645.33488687536,3645.33488687538,3645.33488687534,924107.0,70098.0,0.0165,0.2472,0.0326
102,2020-05-02,global_antivirals,United States of America,80654.91,88952.3,74306.47,82930.2,73708.0,95551.12,7134421.23,6355245.14,7848110.33,2279.81,2050.18,2615.84,1916.9,1916.77,1917.03,69462.94,69442.33,69503.64,27402.98,27402.98,27402.98,,,,0.0,0.0,0.0,7134421.23083478,6355245.13502758,7848110.3256794,0.0,0.0,0.0,80654.9053159175,74306.4717307413,88952.2990385163,84160.91,1876.98,1143221.0,208400.0,70507.81,1581.09,28131.5,327978729.925464,0.8969,0,0.5396,1,0.7141,0.7141,0.7141,,,,62747.65,66282.84,60128.62,19010.86,20081.34,18221.1,3572.1,3572.1,3572.1,0.0,0.0,0,3572.10052912014,3572.10052912016,3572.10052912012,924107.0,70098.0,0.0164,0.2505,0.0327
102,2020-05-03,global_antivirals,United States of America,80177.28,88163.34,74308.93,85196.14,75744.59,98150.49,7214598.51,6430559.01,7936977.95,2265.94,2036.77,2599.37,1902.17,1902.04,1902.3,71365.11,71344.4,71405.89,27115.05,27115.05,27115.05,,,,0.0,0.0,0.0,7214598.50953364,6430559.01210946,7936977.94735252,0.0,0.0,0.0,80177.2786988592,74308.9305365,88163.3388325092,85896.09,1735.18,1168431.0,211874.02,71951.9,1444.09,25210.0,327978729.925464,0.8927,0,0.5424,1,0.7141,0.7141,0.7141,,,,61956.76,65442.44,59371.29,18832.27,19891.44,18047.68,3489.67,3489.67,3489.67,0.0,0.0,0,3489.67149361214,3489.67149361216,3489.67149361212,924107.0,70098.0,0.0165,0.2528,0.0325
102,2020-05-04,global_antivirals,United States of America,79782.67,87204.04,73417.6,87439.29,77759.58,100723.85,7294381.18,6505561.06,8025302.39,2243.15,2014.45,2573.36,1879.95,1879.82,1880.08,73245.06,73224.25,73285.92,26721.13,26721.13,26721.13,,,,0.0,0.0,0.0,7294381.18357215,6505561.06124684,8025302.39476056,0.0,0.0,0.0,79782.6740385084,73417.6027226183,87204.0418896166,87524.75,1628.66,1190668.5,215299.77,73327.71,1375.81,22237.5,327978729.925464,0.8885,0,0.5453,1,0.6682,0.6682,0.6682,,,,61140.31,64591.53,58601.45,18608.21,19651.4,17841.26,3406.97,3406.97,3406.97,0.0,0.0,0,3406.97007681622,3406.97007681623,3406.9700768162,924107.0,70098.0,0.0166,0.2543,0.0324
102,2020-05-05,global_antivirals,United States of America,79286.2,86743.79,72592.51,89636.92,79732.77,103245.29,7373667.38,6579919.1,8113319.37,2197.64,1972.41,2521.44,1839.34,1839.21,1839.47,75084.4,75063.48,75125.34,26115.91,26115.91,26115.91,,,,0.0,0.0,0.0,7373667.38402787,6579919.10262305,8113319.36669245,0.0,0.0,0.0,79286.2004557175,72592.5129318477,86743.7912090023,90235.44,2710.69,1214637.0,218548.55,75591.51,2263.81,23968.5,327978729.925464,0.8843,0,0.5484,1,0.6682,0.6682,0.6682,,,,60299.17,63702.87,57809.9,18371.72,19405.03,17620.76,3322.28,3322.28,3322.28,0.0,0.0,0,3322.27650880878,3322.27650880881,3322.27650880877,924107.0,70098.0,0.0164,0.2539,0.0323
102,2020-05-06,global_antivirals,United States of America,78491.31,86381.14,71802.89,91803.48,81676.38,105732.11,7452158.69,6653558.03,8200786.76,2166.55,1942.87,2486.82,1810.59,1810.46,1810.72,76894.98,76873.97,76936.01,25415.7,25415.7,25415.7,,,,0.0,0.0,0.0,7452158.69264926,6653558.02905117,8200786.75657393,0.0,0.0,0.0,78491.3086213903,71802.8940886124,86381.1432650709,93164.02,2928.58,1239338.5,221696.8,78035.07,2443.56,24701.5,327978729.925464,0.8822,0,0.5516,1,0.6675,0.6675,0.6675,,,,59840.44,63232.23,57369.27,18236.97,19276.61,17491.13,3229.93,3229.93,3229.93,0.0,0.0,0,3229.931675828,3229.93167582802,3229.93167582799,924107.0,70098.0,0.0163,0.2528,0.0321
102,2020-05-07,global_antivirals,United States of America,77414.69,85867.59,70167.7,93921.94,83577.53,108163.78,7529573.38,6726532.43,8287627.3,2118.46,1900.45,2431.67,1770.6,1770.47,1770.73,78665.58,78644.47,78706.69,24798.77,24798.77,24798.77,,,,0.0,0.0,0.0,7529573.38355878,6726532.43206599,8287627.29850337,0.0,0.0,0.0,77414.690909522,70167.6966280651,85867.5852922028,95468.47,2304.45,1267224.0,224770.74,79966.43,1931.36,27885.5,327978729.925464,0.8801,0,0.5547,1,0.664,0.664,0.664,,,,59350.01,62750.43,56899.82,18105.55,19142.58,17361.84,3125.9,3125.9,3125.9,0.0,0.0,0,3125.89509983293,3125.89509983295,3125.89509983291,924107.0,70098.0,0.0161,0.2531,0.0319
102,2020-05-08,global_antivirals,United States of America,76102.15,84551.36,68643.1,95975.8,85421.59,110521.09,7605675.53,6798671.49,8373472.27,2053.86,1843.2,2357.32,1716.14,1716.01,1716.27,80381.72,80360.51,80422.92,24128.88,24128.88,24128.88,,,,0.0,0.0,0.0,7605675.53291913,6798671.48953041,8373472.26962702,0.0,0.0,0.0,76102.149360356,68643.0997792809,84551.3567345155,97494.28,2025.81,1294681.0,227767.65,81644.79,1678.36,27457.0,327978729.925464,0.8759,0,0.5578,1,0.6499,0.6499,0.6499,,,,58957.27,62380.93,56523.41,18021.19,19053.36,17275.93,3016.4,3016.4,3016.4,0.0,0.0,0,3016.3989921885,3016.39899218851,3016.39899218848,924107.0,70098.0,0.0158,0.2534,0.0317
102,2020-05-09,global_antivirals,United States of America,74650.96,83006.33,67460.14,97966.67,87207.58,112806.46,7680326.49,6869648.2,8457660.22,1990.87,1785.02,2285.37,1659.2,1659.07,1659.33,82040.92,82019.6,82082.19,23756.98,23756.98,23756.98,,,,0.0,0.0,0.0,7680326.48821994,6869648.19921741,8457660.21644291,0.0,0.0,0.0,74650.9553008066,67460.1371252592,83006.3331430567,99260.05,1765.77,1319424.0,230662.33,83120.14,1475.36,24743.0,327978729.925464,0.8717,0,0.5605,1,0.6455,0.6455,0.6455,,,,57970.61,61336.32,55575.19,17776.83,18795.42,17033.45,2919.49,2919.49,2919.49,0.0,0.0,0,2919.48864157286,2919.48864157287,2919.48864157284,924107.0,70098.0,0.0155,0.2571,0.0316
102,2020-05-10,global_antivirals,United States of America,73201.54,81097.44,66475.98,99854.48,88901.22,114972.81,7753528.03,6943369.44,8540111.6,1887.81,1693.13,2166.35,1570.01,1569.88,1570.14,83610.93,83589.51,83652.29,23383.88,23383.88,23383.88,,,,0.0,0.0,0.0,7753528.02599371,6943369.43952851,8540111.6011523,0.0,0.0,0.0,73201.5377737698,66475.9848754747,81097.4402607048,100433.18,1173.12,1339388.5,233351.96,84110.17,990.02,19964.5,327978729.925464,0.8675,0,0.5629,1,0.6455,0.6455,0.6455,,,,57288.81,60622.41,54903.69,17574.68,18586.87,16835.97,2837.4,2837.4,2837.4,0.0,0.0,0,2837.39997,2837.39997000003,2837.39996999997,924107.0,70098.0,0.0148,0.2605,0.0316
102,2020-05-11,global_antivirals,United States of America,71850.53,79398.86,65437.74,101658.85,90521.17,117042.52,7825378.55,7015623.83,8621030.5,1804.38,1619.91,2069.71,1499.91,1499.78,1500.04,85110.84,85089.32,85152.28,22941.76,22941.76,22941.76,,,,0.0,0.0,0.0,7825378.55348231,7015623.82646106,8621030.49773098,0.0,0.0,0.0,71850.527488604,65437.7412897801,79398.8553522476,101719.39,1286.21,1357493.0,236029.15,85177.62,1067.45,18104.5,327978729.925464,0.8633,0,0.5648,1,0.6378,0.6378,0.6378,,,,56598.69,59908.17,54220.22,17329.38,18334.78,16595.49,2763.37,2763.37,2763.37,0.0,0.0,0,2763.3746444355,2763.37464443552,2763.37464443548,924107.0,70098.0,0.0144,0.2628,0.0317
102,2020-05-12,global_antivirals,United States of America,70679.36,78192.77,64517.7,103438.91,92119.52,119084.33,7896057.91,7086247.04,8700564.06,1780.06,1598.2,2041.82,1480.23,1480.1,1480.36,86591.07,86569.45,86632.59,22658.88,22658.88,22658.88,,,,0.0,0.0,0.0,7896057.91222268,7086247.04118727,8700564.06165058,0.0,0.0,0.0,70679.3587403621,64517.6952821212,78192.7670080715,103890.79,2171.4,1380388.0,238669.75,86952.57,1774.95,22895.0,327978729.925464,0.8591,0,0.5661,1,0.6366,0.6366,0.6366,,,,55760.45,59046.51,53395.03,17064.04,18064.25,16332.7,2699.38,2699.38,2699.38,0.0,0.0,0,2699.37953770657,2699.37953770659,2699.37953770656,924107.0,70098.0,0.0145,0.2663,0.0317
102,2020-05-13,global_antivirals,United States of America,69699.71,77022.45,64237.7,105187.7,93690.08,121090.32,7965757.62,7155403.19,8778666.42,1748.79,1570.26,2005.98,1454.04,1453.91,1454.17,88045.1,88023.38,88086.71,22469.85,22469.85,22469.85,,,,0.0,0.0,0.0,7965757.61965074,7155403.18665305,8778666.4179186,0.0,0.0,0.0,69699.707428066,64237.6980783847,77022.447076921,105915.7,2024.91,1400939.5,241276.94,88636.36,1683.79,20551.5,327978729.925464,0.857,0,0.5667,1,0.6245,0.6245,0.6245,,,,54650.52,57867.97,52323.7,16733.99,17712.86,16009.68,2650.34,2650.34,2650.34,0.0,0.0,0,2650.34388853757,2650.34388853759,2650.34388853756,924107.0,70098.0,0.0145,0.2699,0.0318
102,2020-05-14,global_antivirals,United States of America,68907.26,75728.5,63894.31,106903.02,95230.11,123058.19,8034664.88,7223354.27,8855346.51,1715.32,1539.78,1967.88,1424.48,1424.35,1424.61,89469.58,89447.76,89511.27,22412.84,22412.84,22412.84,,,,0.0,0.0,0.0,8034664.87588194,7223354.27109629,8855346.50509769,0.0,0.0,0.0,68907.2562311939,63894.3124993017,75728.4979266029,107955.79,2040.09,1426785.33,243855.59,90346.14,1709.79,25845.83,327978729.925464,0.8549,0,0.5666,1,0.6094,0.6094,0.6094,,,,53965.15,57088.98,51664.45,16477.12,17434.55,15753.36,2628.64,2628.64,2628.64,0.0,0.0,0,2628.642160114,2628.64216011401,2628.64216011398,924107.0,70098.0,0.0146,0.274,0.0321
102,2020-05-15,global_antivirals,United States of America,68262.16,74533.8,63306.15,108594.48,96748.28,124999.25,8102927.04,7290445.27,8930976.73,1691.46,1517.99,1941.06,1403.64,1403.51,1403.77,90873.22,90851.3,90914.9,22662.7,22662.7,22662.7,,,,0.0,0.0,0.0,8102927.03533104,7290445.26671743,8930976.73463292,0.0,0.0,0.0,68262.1594491015,63306.149487937,74533.8003997753,109905.51,1949.72,1452321.67,246451.86,91970.43,1624.29,25536.33,327978729.925464,0.8507,0,0.566,1,0.5821,0.5821,0.5821,,,,53194.82,56243.69,50911.71,16186.54,17119.1,15472.09,2618.87,2618.87,2618.87,0.0,0.0,0,2618.87423757393,2618.87423757395,2618.87423757391,924107.0,70098.0,0.0147,0.2802,0.0324
102,2020-05-16,global_antivirals,United States of America,67686.13,73663.58,62816.14,110247.36,98232.23,126896.17,8170613.17,7356971.04,9005806.01,1652.89,1483.92,1896.92,1372.24,1372.11,1372.37,92245.46,92223.44,92287.14,22714.52,22714.52,22714.52,,,,0.0,0.0,0.0,8170613.1659411,7356971.03969585,9005806.00625503,0.0,0.0,0.0,67686.1306100625,62816.1418284969,73663.5809448824,111309.6,1404.09,1476339.0,249060.67,93133.21,1162.79,24017.33,327978729.925464,0.8466,0,0.5649,1,0.5722,0.5722,0.5722,,,,52244.46,55217.25,49976.46,15853.54,16763.1,15158.69,2602.02,2602.02,2602.02,0.0,0.0,0,2602.01605974486,2602.01605974487,2602.01605974484,924107.0,70098.0,0.0147,0.2826,0.0324
102,2020-05-17,global_antivirals,United States of America,67171.3,73137.22,62356.2,111855.44,99676.67,128741.59,8237784.46,7423100.53,9079991.16,1608.07,1444.45,1845.42,1334.79,1334.66,1334.92,93580.25,93558.12,93621.92,22685.34,22685.34,22685.34,,,,0.0,0.0,0.0,8237784.46489748,7423100.52555212,9079991.16402338,0.0,0.0,0.0,67171.2989563856,62356.2018705469,73137.2189858497,112375.85,1066.26,1496231.0,251732.34,94022.0,888.79,19892.0,327978729.925464,0.8424,0,0.5634,1,0.5665,0.5665,0.5665,,,,51791.59,54710.84,49528.22,15639.36,16527.67,14953.89,2581.23,2581.23,2581.23,0.0,0.0,0,2581.22509143671,2581.22509143673,2581.2250914367,924107.0,70098.0,0.0146,0.2838,0.0323
102,2020-05-18,global_antivirals,United States of America,66684.66,72596.46,61974.51,113403.4,101067.13,130517.75,8304469.13,7489017.46,9153544.86,1547.96,1390.46,1776.16,1282.59,1282.46,1282.72,94862.84,94840.62,94904.51,22767.46,22767.46,22767.46,,,,0.0,0.0,0.0,8304469.1297914,7489017.4643544,9153544.86404849,0.0,0.0,0.0,66684.6648939148,61974.5125445705,72596.4593014855,113434.87,1059.02,1517906.0,254290.74,94898.93,876.93,21675.0,327978729.925464,0.8383,0,0.5616,1,0.5427,0.5427,0.5427,,,,51183.38,54032.61,48977.21,15367.72,16230.48,14704.19,2553.34,2553.34,2553.34,0.0,0.0,0,2553.33979350636,2553.33979350637,2553.33979350634,924107.0,70098.0,0.0144,0.2862,0.0321
102,2020-05-19,global_antivirals,United States of America,66192.69,71806.25,61747.59,114887.68,102400.17,132220.48,8370661.82,7554741.39,9226387.03,1484.29,1333.04,1702.73,1227.08,1226.95,1227.21,96089.92,96067.59,96131.59,22579.02,22579.02,22579.02,,,,0.0,0.0,0.0,8370661.81970921,7554741.39173917,9226387.02998965,0.0,0.0,0.0,66192.689917815,61747.5914310486,71806.2491802778,115293.46,1858.59,1537956.0,256814.12,96424.86,1525.93,20050.0,327978729.925464,0.8341,0,0.5599,1,0.5423,0.5423,0.5423,,,,50620.69,53401.8,48426.03,15112.98,15952.49,14470.93,2516.98,2516.98,2516.98,0.0,0.0,0,2516.97638151307,2516.97638151309,2516.97638151305,924107.0,70098.0,0.0141,0.2861,0.0319
102,2020-05-20,global_antivirals,United States of America,65712.01,71025.21,61375.2,116341.91,103706.22,133888.74,8436373.83,7620185.3,9298483.65,1454.22,1306.05,1668.27,1201.52,1201.39,1201.65,97291.44,97269.01,97333.1,22276.33,22276.33,22276.33,,,,0.0,0.0,0.0,8436373.83428088,7620185.29600309,9298483.64981133,0.0,0.0,0.0,65712.014571661,61375.2040534491,71025.2119216627,117003.77,1710.31,1560944.0,259247.46,97833.29,1408.43,22988.0,327978729.925464,0.832,0,0.5582,1,0.5312,0.5312,0.5312,,,,49957.47,52670.76,47795.65,14853.07,15670.25,14225.42,2470.86,2470.86,2470.86,0.0,0.0,0,2470.86231528872,2470.86231528873,2470.8623152887,924107.0,70098.0,0.0141,0.2857,0.0317
